id,sensorId,timestamp,readingType,value,unit,createdAt
TEL-11427,SEN-008,2024-01-24 19:00:00,TEMPERATURE,38.56,C,2024-01-24 19:00:00
TEL-11426,SEN-007,2024-01-24 19:00:00,STRAIN,0.002,ratio,2024-01-24 19:00:00
TEL-11425,SEN-006,2024-01-24 19:00:00,VIBRATION,2.118,mm/s,2024-01-24 19:00:00
TEL-11424,SEN-005,2024-01-24 19:00:00,PRESSURE,1.79,bar,2024-01-24 19:00:00
TEL-11423,SEN-004,2024-01-24 19:00:00,STRAIN,0.0023,ratio,2024-01-24 19:00:00
TEL-11422,SEN-003,2024-01-24 19:00:00,VIBRATION,1.246,mm/s,2024-01-24 19:00:00
TEL-11421,SEN-002,2024-01-24 19:00:00,PRESSURE,3.13,bar,2024-01-24 19:00:00
TEL-11420,SEN-001,2024-01-24 19:00:00,TEMPERATURE,36.09,C,2024-01-24 19:00:00
TEL-11429,SEN-010,2024-01-24 19:00:00,VIBRATION,2.274,mm/s,2024-01-24 19:00:00
TEL-11452,SEN-013,2024-01-24 20:00:00,STRAIN,0.0061,ratio,2024-01-24 20:00:00
TEL-11453,SEN-014,2024-01-24 20:00:00,VIBRATION,2.263,mm/s,2024-01-24 20:00:00
TEL-11454,SEN-015,2024-01-24 20:00:00,TEMPERATURE,33.07,C,2024-01-24 20:00:00
TEL-11459,SEN-020,2024-01-24 20:00:00,VIBRATION,1.432,mm/s,2024-01-24 20:00:00
TEL-11456,SEN-017,2024-01-24 20:00:00,VIBRATION,0.975,mm/s,2024-01-24 20:00:00
TEL-11457,SEN-018,2024-01-24 20:00:00,VIBRATION,2.913,mm/s,2024-01-24 20:00:00
TEL-11458,SEN-019,2024-01-24 20:00:00,STRAIN,0.0064,ratio,2024-01-24 20:00:00
TEL-11451,SEN-012,2024-01-24 20:00:00,STRAIN,0.003,ratio,2024-01-24 20:00:00
TEL-11455,SEN-016,2024-01-24 20:00:00,TEMPERATURE,25.56,C,2024-01-24 20:00:00
TEL-11450,SEN-011,2024-01-24 20:00:00,STRAIN,0.0042,ratio,2024-01-24 20:00:00
TEL-11446,SEN-007,2024-01-24 20:00:00,STRAIN,0.0037,ratio,2024-01-24 20:00:00
TEL-11448,SEN-009,2024-01-24 20:00:00,PRESSURE,1.4,bar,2024-01-24 20:00:00
TEL-11447,SEN-008,2024-01-24 20:00:00,VIBRATION,0.701,mm/s,2024-01-24 20:00:00
TEL-11445,SEN-006,2024-01-24 20:00:00,PRESSURE,1.25,bar,2024-01-24 20:00:00
TEL-11444,SEN-005,2024-01-24 20:00:00,VIBRATION,0.597,mm/s,2024-01-24 20:00:00
TEL-11443,SEN-004,2024-01-24 20:00:00,STRAIN,0.0047,ratio,2024-01-24 20:00:00
TEL-11442,SEN-003,2024-01-24 20:00:00,STRAIN,0.007,ratio,2024-01-24 20:00:00
TEL-11441,SEN-002,2024-01-24 20:00:00,VIBRATION,0.589,mm/s,2024-01-24 20:00:00
TEL-11440,SEN-001,2024-01-24 20:00:00,TEMPERATURE,33.54,C,2024-01-24 20:00:00
TEL-11449,SEN-010,2024-01-24 20:00:00,VIBRATION,0.697,mm/s,2024-01-24 20:00:00
TEL-11474,SEN-015,2024-01-24 21:00:00,VIBRATION,2.264,mm/s,2024-01-24 21:00:00
TEL-11473,SEN-014,2024-01-24 21:00:00,PRESSURE,1.2,bar,2024-01-24 21:00:00
TEL-11475,SEN-016,2024-01-24 21:00:00,VIBRATION,1.744,mm/s,2024-01-24 21:00:00
TEL-11472,SEN-013,2024-01-24 21:00:00,STRAIN,0.0048,ratio,2024-01-24 21:00:00
TEL-11477,SEN-018,2024-01-24 21:00:00,PRESSURE,2.64,bar,2024-01-24 21:00:00
TEL-11478,SEN-019,2024-01-24 21:00:00,TEMPERATURE,28.6,C,2024-01-24 21:00:00
TEL-11479,SEN-020,2024-01-24 21:00:00,TEMPERATURE,40.57,C,2024-01-24 21:00:00
TEL-11471,SEN-012,2024-01-24 21:00:00,PRESSURE,1.26,bar,2024-01-24 21:00:00
TEL-11476,SEN-017,2024-01-24 21:00:00,PRESSURE,1.9,bar,2024-01-24 21:00:00
TEL-11470,SEN-011,2024-01-24 21:00:00,VIBRATION,2.089,mm/s,2024-01-24 21:00:00
TEL-11462,SEN-003,2024-01-24 21:00:00,VIBRATION,0.585,mm/s,2024-01-24 21:00:00
TEL-11468,SEN-009,2024-01-24 21:00:00,STRAIN,0.0036,ratio,2024-01-24 21:00:00
TEL-11461,SEN-002,2024-01-24 21:00:00,TEMPERATURE,32.05,C,2024-01-24 21:00:00
TEL-11469,SEN-010,2024-01-24 21:00:00,PRESSURE,3.18,bar,2024-01-24 21:00:00
TEL-11463,SEN-004,2024-01-24 21:00:00,PRESSURE,1.32,bar,2024-01-24 21:00:00
TEL-11460,SEN-001,2024-01-24 21:00:00,PRESSURE,2.62,bar,2024-01-24 21:00:00
TEL-11465,SEN-006,2024-01-24 21:00:00,VIBRATION,2.061,mm/s,2024-01-24 21:00:00
TEL-11466,SEN-007,2024-01-24 21:00:00,TEMPERATURE,42.83,C,2024-01-24 21:00:00
TEL-11467,SEN-008,2024-01-24 21:00:00,TEMPERATURE,22.85,C,2024-01-24 21:00:00
TEL-11464,SEN-005,2024-01-24 21:00:00,PRESSURE,2.75,bar,2024-01-24 21:00:00
TEL-11492,SEN-013,2024-01-24 22:00:00,VIBRATION,0.891,mm/s,2024-01-24 22:00:00
TEL-11499,SEN-020,2024-01-24 22:00:00,TEMPERATURE,25.12,C,2024-01-24 22:00:00
TEL-11498,SEN-019,2024-01-24 22:00:00,TEMPERATURE,24.4,C,2024-01-24 22:00:00
TEL-11497,SEN-018,2024-01-24 22:00:00,VIBRATION,1.846,mm/s,2024-01-24 22:00:00
TEL-11496,SEN-017,2024-01-24 22:00:00,PRESSURE,2.67,bar,2024-01-24 22:00:00
TEL-11495,SEN-016,2024-01-24 22:00:00,STRAIN,0.0033,ratio,2024-01-24 22:00:00
TEL-11494,SEN-015,2024-01-24 22:00:00,VIBRATION,0.832,mm/s,2024-01-24 22:00:00
TEL-11493,SEN-014,2024-01-24 22:00:00,TEMPERATURE,38.69,C,2024-01-24 22:00:00
TEL-11491,SEN-012,2024-01-24 22:00:00,TEMPERATURE,25.19,C,2024-01-24 22:00:00
TEL-11490,SEN-011,2024-01-24 22:00:00,VIBRATION,1.245,mm/s,2024-01-24 22:00:00
TEL-11480,SEN-001,2024-01-24 22:00:00,STRAIN,0.0047,ratio,2024-01-24 22:00:00
TEL-11488,SEN-009,2024-01-24 22:00:00,TEMPERATURE,43.09,C,2024-01-24 22:00:00
TEL-11487,SEN-008,2024-01-24 22:00:00,STRAIN,0.0065,ratio,2024-01-24 22:00:00
TEL-11486,SEN-007,2024-01-24 22:00:00,PRESSURE,2.0,bar,2024-01-24 22:00:00
TEL-11485,SEN-006,2024-01-24 22:00:00,TEMPERATURE,26.01,C,2024-01-24 22:00:00
TEL-11484,SEN-005,2024-01-24 22:00:00,TEMPERATURE,38.75,C,2024-01-24 22:00:00
TEL-11483,SEN-004,2024-01-24 22:00:00,VIBRATION,1.876,mm/s,2024-01-24 22:00:00
TEL-11482,SEN-003,2024-01-24 22:00:00,TEMPERATURE,31.15,C,2024-01-24 22:00:00
TEL-11481,SEN-002,2024-01-24 22:00:00,TEMPERATURE,21.96,C,2024-01-24 22:00:00
TEL-11489,SEN-010,2024-01-24 22:00:00,TEMPERATURE,33.6,C,2024-01-24 22:00:00
TEL-11512,SEN-013,2024-01-24 23:00:00,TEMPERATURE,34.83,C,2024-01-24 23:00:00
TEL-11513,SEN-014,2024-01-24 23:00:00,TEMPERATURE,43.17,C,2024-01-24 23:00:00
TEL-11514,SEN-015,2024-01-24 23:00:00,STRAIN,0.0043,ratio,2024-01-24 23:00:00
TEL-11515,SEN-016,2024-01-24 23:00:00,STRAIN,0.002,ratio,2024-01-24 23:00:00
TEL-11511,SEN-012,2024-01-24 23:00:00,TEMPERATURE,27.83,C,2024-01-24 23:00:00
TEL-11517,SEN-018,2024-01-24 23:00:00,TEMPERATURE,51.28,C,2024-01-24 23:00:00
TEL-11518,SEN-019,2024-01-24 23:00:00,STRAIN,0.0044,ratio,2024-01-24 23:00:00
TEL-11519,SEN-020,2024-01-24 23:00:00,STRAIN,0.0061,ratio,2024-01-24 23:00:00
TEL-11516,SEN-017,2024-01-24 23:00:00,PRESSURE,2.35,bar,2024-01-24 23:00:00
TEL-11510,SEN-011,2024-01-24 23:00:00,VIBRATION,2.183,mm/s,2024-01-24 23:00:00
TEL-11509,SEN-010,2024-01-24 23:00:00,TEMPERATURE,26.55,C,2024-01-24 23:00:00
TEL-11508,SEN-009,2024-01-24 23:00:00,TEMPERATURE,25.18,C,2024-01-24 23:00:00
TEL-11507,SEN-008,2024-01-24 23:00:00,VIBRATION,1.702,mm/s,2024-01-24 23:00:00
TEL-11506,SEN-007,2024-01-24 23:00:00,PRESSURE,2.28,bar,2024-01-24 23:00:00
TEL-11505,SEN-006,2024-01-24 23:00:00,VIBRATION,1.249,mm/s,2024-01-24 23:00:00
TEL-11504,SEN-005,2024-01-24 23:00:00,STRAIN,0.0058,ratio,2024-01-24 23:00:00
TEL-11503,SEN-004,2024-01-24 23:00:00,VIBRATION,1.868,mm/s,2024-01-24 23:00:00
TEL-11502,SEN-003,2024-01-24 23:00:00,TEMPERATURE,30.4,C,2024-01-24 23:00:00
TEL-11501,SEN-002,2024-01-24 23:00:00,VIBRATION,0.643,mm/s,2024-01-24 23:00:00
TEL-11500,SEN-001,2024-01-24 23:00:00,STRAIN,0.002,ratio,2024-01-24 23:00:00
TEL-11532,SEN-013,2024-01-25 00:00:00,STRAIN,0.0037,ratio,2024-01-25 00:00:00
TEL-11533,SEN-014,2024-01-25 00:00:00,VIBRATION,1.537,mm/s,2024-01-25 00:00:00
TEL-11534,SEN-015,2024-01-25 00:00:00,VIBRATION,0.675,mm/s,2024-01-25 00:00:00
TEL-11535,SEN-016,2024-01-25 00:00:00,VIBRATION,1.393,mm/s,2024-01-25 00:00:00
TEL-11539,SEN-020,2024-01-25 00:00:00,TEMPERATURE,42.36,C,2024-01-25 00:00:00
TEL-11537,SEN-018,2024-01-25 00:00:00,TEMPERATURE,37.85,C,2024-01-25 00:00:00
TEL-11538,SEN-019,2024-01-25 00:00:00,PRESSURE,3.08,bar,2024-01-25 00:00:00
TEL-11531,SEN-012,2024-01-25 00:00:00,STRAIN,0.0028,ratio,2024-01-25 00:00:00
TEL-11536,SEN-017,2024-01-25 00:00:00,TEMPERATURE,36.3,C,2024-01-25 00:00:00
TEL-11530,SEN-011,2024-01-25 00:00:00,VIBRATION,1.586,mm/s,2024-01-25 00:00:00
TEL-11529,SEN-010,2024-01-25 00:00:00,STRAIN,0.0055,ratio,2024-01-25 00:00:00
TEL-11528,SEN-009,2024-01-25 00:00:00,VIBRATION,1.254,mm/s,2024-01-25 00:00:00
TEL-11521,SEN-002,2024-01-25 00:00:00,STRAIN,0.0065,ratio,2024-01-25 00:00:00
TEL-11522,SEN-003,2024-01-25 00:00:00,STRAIN,0.0067,ratio,2024-01-25 00:00:00
TEL-11523,SEN-004,2024-01-25 00:00:00,VIBRATION,1.823,mm/s,2024-01-25 00:00:00
TEL-11520,SEN-001,2024-01-25 00:00:00,VIBRATION,2.031,mm/s,2024-01-25 00:00:00
TEL-11525,SEN-006,2024-01-25 00:00:00,VIBRATION,1.267,mm/s,2024-01-25 00:00:00
TEL-11526,SEN-007,2024-01-25 00:00:00,STRAIN,0.0037,ratio,2024-01-25 00:00:00
TEL-11527,SEN-008,2024-01-25 00:00:00,VIBRATION,2.316,mm/s,2024-01-25 00:00:00
TEL-11524,SEN-005,2024-01-25 00:00:00,STRAIN,0.0049,ratio,2024-01-25 00:00:00
TEL-11552,SEN-013,2024-01-25 01:00:00,TEMPERATURE,25.0,C,2024-01-25 01:00:00
TEL-11559,SEN-020,2024-01-25 01:00:00,VIBRATION,0.677,mm/s,2024-01-25 01:00:00
TEL-11558,SEN-019,2024-01-25 01:00:00,TEMPERATURE,25.45,C,2024-01-25 01:00:00
TEL-11557,SEN-018,2024-01-25 01:00:00,TEMPERATURE,33.55,C,2024-01-25 01:00:00
TEL-11556,SEN-017,2024-01-25 01:00:00,TEMPERATURE,40.45,C,2024-01-25 01:00:00
TEL-11555,SEN-016,2024-01-25 01:00:00,PRESSURE,3.08,bar,2024-01-25 01:00:00
TEL-11554,SEN-015,2024-01-25 01:00:00,TEMPERATURE,44.53,C,2024-01-25 01:00:00
TEL-11553,SEN-014,2024-01-25 01:00:00,VIBRATION,0.836,mm/s,2024-01-25 01:00:00
TEL-11551,SEN-012,2024-01-25 01:00:00,STRAIN,0.0026,ratio,2024-01-25 01:00:00
TEL-11550,SEN-011,2024-01-25 01:00:00,PRESSURE,2.02,bar,2024-01-25 01:00:00
TEL-11549,SEN-010,2024-01-25 01:00:00,TEMPERATURE,25.28,C,2024-01-25 01:00:00
TEL-11541,SEN-002,2024-01-25 01:00:00,VIBRATION,1.131,mm/s,2024-01-25 01:00:00
TEL-11542,SEN-003,2024-01-25 01:00:00,STRAIN,0.0026,ratio,2024-01-25 01:00:00
TEL-11543,SEN-004,2024-01-25 01:00:00,VIBRATION,0.721,mm/s,2024-01-25 01:00:00
TEL-11544,SEN-005,2024-01-25 01:00:00,TEMPERATURE,39.76,C,2024-01-25 01:00:00
TEL-11540,SEN-001,2024-01-25 01:00:00,TEMPERATURE,35.61,C,2024-01-25 01:00:00
TEL-11546,SEN-007,2024-01-25 01:00:00,VIBRATION,1.606,mm/s,2024-01-25 01:00:00
TEL-11547,SEN-008,2024-01-25 01:00:00,VIBRATION,2.49,mm/s,2024-01-25 01:00:00
TEL-11548,SEN-009,2024-01-25 01:00:00,VIBRATION,1.365,mm/s,2024-01-25 01:00:00
TEL-11545,SEN-006,2024-01-25 01:00:00,TEMPERATURE,28.9,C,2024-01-25 01:00:00
TEL-11571,SEN-012,2024-01-25 02:00:00,STRAIN,0.0025,ratio,2024-01-25 02:00:00
TEL-11579,SEN-020,2024-01-25 02:00:00,TEMPERATURE,42.6,C,2024-01-25 02:00:00
TEL-11578,SEN-019,2024-01-25 02:00:00,STRAIN,0.0041,ratio,2024-01-25 02:00:00
TEL-11577,SEN-018,2024-01-25 02:00:00,PRESSURE,2.72,bar,2024-01-25 02:00:00
TEL-11576,SEN-017,2024-01-25 02:00:00,STRAIN,0.0056,ratio,2024-01-25 02:00:00
TEL-11575,SEN-016,2024-01-25 02:00:00,VIBRATION,0.985,mm/s,2024-01-25 02:00:00
TEL-11574,SEN-015,2024-01-25 02:00:00,VIBRATION,1.121,mm/s,2024-01-25 02:00:00
TEL-11573,SEN-014,2024-01-25 02:00:00,VIBRATION,2.009,mm/s,2024-01-25 02:00:00
TEL-11572,SEN-013,2024-01-25 02:00:00,PRESSURE,1.67,bar,2024-01-25 02:00:00
TEL-11570,SEN-011,2024-01-25 02:00:00,VIBRATION,2.105,mm/s,2024-01-25 02:00:00
TEL-11569,SEN-010,2024-01-25 02:00:00,STRAIN,0.0045,ratio,2024-01-25 02:00:00
TEL-11568,SEN-009,2024-01-25 02:00:00,STRAIN,0.0068,ratio,2024-01-25 02:00:00
TEL-11567,SEN-008,2024-01-25 02:00:00,STRAIN,0.0027,ratio,2024-01-25 02:00:00
TEL-11566,SEN-007,2024-01-25 02:00:00,PRESSURE,1.47,bar,2024-01-25 02:00:00
TEL-11565,SEN-006,2024-01-25 02:00:00,TEMPERATURE,44.78,C,2024-01-25 02:00:00
TEL-11564,SEN-005,2024-01-25 02:00:00,VIBRATION,1.499,mm/s,2024-01-25 02:00:00
TEL-11563,SEN-004,2024-01-25 02:00:00,VIBRATION,2.027,mm/s,2024-01-25 02:00:00
TEL-11562,SEN-003,2024-01-25 02:00:00,STRAIN,0.0062,ratio,2024-01-25 02:00:00
TEL-11561,SEN-002,2024-01-25 02:00:00,VIBRATION,1.284,mm/s,2024-01-25 02:00:00
TEL-11560,SEN-001,2024-01-25 02:00:00,STRAIN,0.0052,ratio,2024-01-25 02:00:00
TEL-11592,SEN-013,2024-01-25 03:00:00,VIBRATION,2.138,mm/s,2024-01-25 03:00:00
TEL-11593,SEN-014,2024-01-25 03:00:00,STRAIN,0.0062,ratio,2024-01-25 03:00:00
TEL-11594,SEN-015,2024-01-25 03:00:00,TEMPERATURE,40.28,C,2024-01-25 03:00:00
TEL-11595,SEN-016,2024-01-25 03:00:00,VIBRATION,1.892,mm/s,2024-01-25 03:00:00
TEL-11599,SEN-020,2024-01-25 03:00:00,PRESSURE,1.8,bar,2024-01-25 03:00:00
TEL-11597,SEN-018,2024-01-25 03:00:00,PRESSURE,2.16,bar,2024-01-25 03:00:00
TEL-11598,SEN-019,2024-01-25 03:00:00,STRAIN,0.0063,ratio,2024-01-25 03:00:00
TEL-11591,SEN-012,2024-01-25 03:00:00,TEMPERATURE,42.45,C,2024-01-25 03:00:00
TEL-11596,SEN-017,2024-01-25 03:00:00,TEMPERATURE,25.83,C,2024-01-25 03:00:00
TEL-11589,SEN-010,2024-01-25 03:00:00,VIBRATION,1.759,mm/s,2024-01-25 03:00:00
TEL-11586,SEN-007,2024-01-25 03:00:00,PRESSURE,1.26,bar,2024-01-25 03:00:00
TEL-11588,SEN-009,2024-01-25 03:00:00,STRAIN,0.0039,ratio,2024-01-25 03:00:00
TEL-11587,SEN-008,2024-01-25 03:00:00,PRESSURE,1.17,bar,2024-01-25 03:00:00
TEL-11590,SEN-011,2024-01-25 03:00:00,PRESSURE,3.08,bar,2024-01-25 03:00:00
TEL-11585,SEN-006,2024-01-25 03:00:00,PRESSURE,2.94,bar,2024-01-25 03:00:00
TEL-11584,SEN-005,2024-01-25 03:00:00,STRAIN,0.0029,ratio,2024-01-25 03:00:00
TEL-11583,SEN-004,2024-01-25 03:00:00,STRAIN,0.0056,ratio,2024-01-25 03:00:00
TEL-11582,SEN-003,2024-01-25 03:00:00,PRESSURE,3.5,bar,2024-01-25 03:00:00
TEL-11581,SEN-002,2024-01-25 03:00:00,VIBRATION,0.806,mm/s,2024-01-25 03:00:00
TEL-11580,SEN-001,2024-01-25 03:00:00,STRAIN,0.0061,ratio,2024-01-25 03:00:00
TEL-11612,SEN-013,2024-01-25 04:00:00,TEMPERATURE,32.09,C,2024-01-25 04:00:00
TEL-11613,SEN-014,2024-01-25 04:00:00,STRAIN,0.004,ratio,2024-01-25 04:00:00
TEL-11614,SEN-015,2024-01-25 04:00:00,VIBRATION,1.337,mm/s,2024-01-25 04:00:00
TEL-11618,SEN-019,2024-01-25 04:00:00,VIBRATION,1.456,mm/s,2024-01-25 04:00:00
TEL-11616,SEN-017,2024-01-25 04:00:00,STRAIN,0.0033,ratio,2024-01-25 04:00:00
TEL-11617,SEN-018,2024-01-25 04:00:00,TEMPERATURE,34.09,C,2024-01-25 04:00:00
TEL-11611,SEN-012,2024-01-25 04:00:00,STRAIN,0.0062,ratio,2024-01-25 04:00:00
TEL-11619,SEN-020,2024-01-25 04:00:00,STRAIN,0.0027,ratio,2024-01-25 04:00:00
TEL-11615,SEN-016,2024-01-25 04:00:00,VIBRATION,0.633,mm/s,2024-01-25 04:00:00
TEL-11610,SEN-011,2024-01-25 04:00:00,VIBRATION,1.625,mm/s,2024-01-25 04:00:00
TEL-11607,SEN-008,2024-01-25 04:00:00,PRESSURE,1.91,bar,2024-01-25 04:00:00
TEL-11608,SEN-009,2024-01-25 04:00:00,TEMPERATURE,23.39,C,2024-01-25 04:00:00
TEL-11606,SEN-007,2024-01-25 04:00:00,TEMPERATURE,37.39,C,2024-01-25 04:00:00
TEL-11605,SEN-006,2024-01-25 04:00:00,VIBRATION,1.801,mm/s,2024-01-25 04:00:00
TEL-11604,SEN-005,2024-01-25 04:00:00,PRESSURE,2.94,bar,2024-01-25 04:00:00
TEL-11603,SEN-004,2024-01-25 04:00:00,TEMPERATURE,34.95,C,2024-01-25 04:00:00
TEL-11602,SEN-003,2024-01-25 04:00:00,STRAIN,0.0021,ratio,2024-01-25 04:00:00
TEL-11601,SEN-002,2024-01-25 04:00:00,STRAIN,0.0067,ratio,2024-01-25 04:00:00
TEL-11600,SEN-001,2024-01-25 04:00:00,VIBRATION,1.128,mm/s,2024-01-25 04:00:00
TEL-11609,SEN-010,2024-01-25 04:00:00,PRESSURE,3.29,bar,2024-01-25 04:00:00
TEL-11634,SEN-015,2024-01-25 05:00:00,VIBRATION,0.815,mm/s,2024-01-25 05:00:00
TEL-11632,SEN-013,2024-01-25 05:00:00,STRAIN,0.0038,ratio,2024-01-25 05:00:00
TEL-11633,SEN-014,2024-01-25 05:00:00,PRESSURE,1.39,bar,2024-01-25 05:00:00
TEL-11635,SEN-016,2024-01-25 05:00:00,PRESSURE,1.61,bar,2024-01-25 05:00:00
TEL-11631,SEN-012,2024-01-25 05:00:00,PRESSURE,1.73,bar,2024-01-25 05:00:00
TEL-11637,SEN-018,2024-01-25 05:00:00,PRESSURE,2.6,bar,2024-01-25 05:00:00
TEL-11638,SEN-019,2024-01-25 05:00:00,VIBRATION,0.736,mm/s,2024-01-25 05:00:00
TEL-11639,SEN-020,2024-01-25 05:00:00,TEMPERATURE,36.43,C,2024-01-25 05:00:00
TEL-11636,SEN-017,2024-01-25 05:00:00,PRESSURE,1.02,bar,2024-01-25 05:00:00
TEL-11630,SEN-011,2024-01-25 05:00:00,VIBRATION,2.877,mm/s,2024-01-25 05:00:00
TEL-11629,SEN-010,2024-01-25 05:00:00,PRESSURE,3.25,bar,2024-01-25 05:00:00
TEL-11628,SEN-009,2024-01-25 05:00:00,STRAIN,0.0046,ratio,2024-01-25 05:00:00
TEL-11627,SEN-008,2024-01-25 05:00:00,STRAIN,0.0031,ratio,2024-01-25 05:00:00
TEL-11626,SEN-007,2024-01-25 05:00:00,VIBRATION,1.324,mm/s,2024-01-25 05:00:00
TEL-11625,SEN-006,2024-01-25 05:00:00,STRAIN,0.0069,ratio,2024-01-25 05:00:00
TEL-11624,SEN-005,2024-01-25 05:00:00,PRESSURE,1.24,bar,2024-01-25 05:00:00
TEL-11623,SEN-004,2024-01-25 05:00:00,STRAIN,0.0059,ratio,2024-01-25 05:00:00
TEL-11622,SEN-003,2024-01-25 05:00:00,STRAIN,0.0038,ratio,2024-01-25 05:00:00
TEL-11621,SEN-002,2024-01-25 05:00:00,VIBRATION,1.913,mm/s,2024-01-25 05:00:00
TEL-11620,SEN-001,2024-01-25 05:00:00,STRAIN,0.0062,ratio,2024-01-25 05:00:00
TEL-11652,SEN-013,2024-01-25 06:00:00,STRAIN,0.0039,ratio,2024-01-25 06:00:00
TEL-11653,SEN-014,2024-01-25 06:00:00,PRESSURE,2.54,bar,2024-01-25 06:00:00
TEL-11654,SEN-015,2024-01-25 06:00:00,STRAIN,0.0065,ratio,2024-01-25 06:00:00
TEL-11655,SEN-016,2024-01-25 06:00:00,STRAIN,0.0022,ratio,2024-01-25 06:00:00
TEL-11659,SEN-020,2024-01-25 06:00:00,STRAIN,0.0054,ratio,2024-01-25 06:00:00
TEL-11657,SEN-018,2024-01-25 06:00:00,TEMPERATURE,47.11,C,2024-01-25 06:00:00
TEL-11658,SEN-019,2024-01-25 06:00:00,TEMPERATURE,35.0,C,2024-01-25 06:00:00
TEL-11651,SEN-012,2024-01-25 06:00:00,VIBRATION,0.554,mm/s,2024-01-25 06:00:00
TEL-11656,SEN-017,2024-01-25 06:00:00,STRAIN,0.0035,ratio,2024-01-25 06:00:00
TEL-11650,SEN-011,2024-01-25 06:00:00,STRAIN,0.0058,ratio,2024-01-25 06:00:00
TEL-11649,SEN-010,2024-01-25 06:00:00,VIBRATION,1.517,mm/s,2024-01-25 06:00:00
TEL-11648,SEN-009,2024-01-25 06:00:00,PRESSURE,3.48,bar,2024-01-25 06:00:00
TEL-11641,SEN-002,2024-01-25 06:00:00,PRESSURE,1.02,bar,2024-01-25 06:00:00
TEL-11642,SEN-003,2024-01-25 06:00:00,PRESSURE,1.26,bar,2024-01-25 06:00:00
TEL-11643,SEN-004,2024-01-25 06:00:00,TEMPERATURE,28.79,C,2024-01-25 06:00:00
TEL-11640,SEN-001,2024-01-25 06:00:00,PRESSURE,2.04,bar,2024-01-25 06:00:00
TEL-11645,SEN-006,2024-01-25 06:00:00,TEMPERATURE,20.97,C,2024-01-25 06:00:00
TEL-11646,SEN-007,2024-01-25 06:00:00,PRESSURE,3.08,bar,2024-01-25 06:00:00
TEL-11647,SEN-008,2024-01-25 06:00:00,STRAIN,0.0038,ratio,2024-01-25 06:00:00
TEL-11644,SEN-005,2024-01-25 06:00:00,VIBRATION,2.295,mm/s,2024-01-25 06:00:00
TEL-11672,SEN-013,2024-01-25 07:00:00,PRESSURE,2.69,bar,2024-01-25 07:00:00
TEL-11679,SEN-020,2024-01-25 07:00:00,STRAIN,0.0037,ratio,2024-01-25 07:00:00
TEL-11678,SEN-019,2024-01-25 07:00:00,PRESSURE,3.03,bar,2024-01-25 07:00:00
TEL-11677,SEN-018,2024-01-25 07:00:00,PRESSURE,3.69,bar,2024-01-25 07:00:00
TEL-11676,SEN-017,2024-01-25 07:00:00,TEMPERATURE,30.9,C,2024-01-25 07:00:00
TEL-11675,SEN-016,2024-01-25 07:00:00,PRESSURE,1.26,bar,2024-01-25 07:00:00
TEL-11674,SEN-015,2024-01-25 07:00:00,PRESSURE,1.52,bar,2024-01-25 07:00:00
TEL-11673,SEN-014,2024-01-25 07:00:00,STRAIN,0.0077,ratio,2024-01-25 07:00:00
TEL-11671,SEN-012,2024-01-25 07:00:00,TEMPERATURE,24.78,C,2024-01-25 07:00:00
TEL-11670,SEN-011,2024-01-25 07:00:00,STRAIN,0.0073,ratio,2024-01-25 07:00:00
TEL-11660,SEN-001,2024-01-25 07:00:00,STRAIN,0.0034,ratio,2024-01-25 07:00:00
TEL-11661,SEN-002,2024-01-25 07:00:00,TEMPERATURE,22.33,C,2024-01-25 07:00:00
TEL-11662,SEN-003,2024-01-25 07:00:00,PRESSURE,1.23,bar,2024-01-25 07:00:00
TEL-11663,SEN-004,2024-01-25 07:00:00,VIBRATION,1.75,mm/s,2024-01-25 07:00:00
TEL-11664,SEN-005,2024-01-25 07:00:00,STRAIN,0.0057,ratio,2024-01-25 07:00:00
TEL-11669,SEN-010,2024-01-25 07:00:00,TEMPERATURE,30.62,C,2024-01-25 07:00:00
TEL-11666,SEN-007,2024-01-25 07:00:00,STRAIN,0.0067,ratio,2024-01-25 07:00:00
TEL-11667,SEN-008,2024-01-25 07:00:00,PRESSURE,1.32,bar,2024-01-25 07:00:00
TEL-11668,SEN-009,2024-01-25 07:00:00,STRAIN,0.0038,ratio,2024-01-25 07:00:00
TEL-11665,SEN-006,2024-01-25 07:00:00,VIBRATION,2.172,mm/s,2024-01-25 07:00:00
TEL-11691,SEN-012,2024-01-25 08:00:00,VIBRATION,2.179,mm/s,2024-01-25 08:00:00
TEL-11699,SEN-020,2024-01-25 08:00:00,TEMPERATURE,36.67,C,2024-01-25 08:00:00
TEL-11698,SEN-019,2024-01-25 08:00:00,PRESSURE,2.85,bar,2024-01-25 08:00:00
TEL-11697,SEN-018,2024-01-25 08:00:00,TEMPERATURE,33.05,C,2024-01-25 08:00:00
TEL-11696,SEN-017,2024-01-25 08:00:00,PRESSURE,1.68,bar,2024-01-25 08:00:00
TEL-11695,SEN-016,2024-01-25 08:00:00,STRAIN,0.002,ratio,2024-01-25 08:00:00
TEL-11694,SEN-015,2024-01-25 08:00:00,VIBRATION,2.105,mm/s,2024-01-25 08:00:00
TEL-11693,SEN-014,2024-01-25 08:00:00,VIBRATION,1.017,mm/s,2024-01-25 08:00:00
TEL-11692,SEN-013,2024-01-25 08:00:00,TEMPERATURE,30.12,C,2024-01-25 08:00:00
